date,window_start,l1_norm,l2_norm,total_persistence,max_persistence,n_loops,mean_birth,mean_death,rolling_mean_persistence,rolling_var,spectral_power
1932-10-21,1932-08-23,1.10511340225288e-5,1.39426002022941e-4,0.0103541358247705,0.00600624211868464,4,0.0186133165221372,0.0212018504783298,0.015247069571856448,1.54815225083187e-5,5.9021525357940354e-5
1932-10-22,1932-08-24,1.05691725096429e-5,1.38305735683143e-4,0.00958025371544806,0.00600624211868464,4,0.018942557349584,0.021337620778446,0.015073940800557836,1.5923895558085277e-5,6.260060328108266e-5
1932-10-24,1932-08-25,1.07461499475031e-5,1.38434285226879e-4,0.0107558431417985,0.00600624211868464,6,0.0152380198729549,0.017030660396588,0.014924323817786236,1.607744062728509e-5,6.791947169965488e-5
1932-10-25,1932-08-26,5.29621017907688e-6,7.4913732338255e-5,0.00852638714833945,0.00377678612522564,6,0.0152365778644479,0.0166576423891711,0.014729340447173951,1.6644826604798988e-5,7.785053331297646e-5
1932-10-26,1932-08-27,5.0696069983116e-6,7.4525689545795e-5,0.00725426824285564,0.00377678612522564,4,0.0162655153432428,0.0180790824039567,0.014508914698451988,1.747894265489458e-5,9.290540419272667e-5
1932-10-27,1932-08-29,5.0696069983116e-6,7.4525689545795e-5,0.00725426824285564,0.00377678612522564,4,0.0162655153432428,0.0180790824039567,0.014288488949730027,1.8213900519888865e-5,1.1149665567876235e-4
1932-10-28,1932-08-30,2.67514878357762e-6,4.36143458025941e-5,0.00564700136096672,0.0023018926912796,4,0.0132580567451383,0.01466980708538,0.014055112254004689,1.9495272817585484e-5,1.3424787921694831e-4
1932-10-29,1932-08-31,2.67514878357762e-6,4.36143458025941e-5,0.00564700136096672,0.0023018926912796,4,0.0132580567451383,0.01466980708538,0.013861190250149575,2.086582639257482e-5,1.546055461707309e-4
1932-10-31,1932-09-01,3.79076881395279e-6,5.8520626831051e-5,0.00645962974184899,0.00311452107216187,4,0.0132580567451383,0.0148729641806006,0.013829242969316773,2.1295282921081147e-5,1.5772311237062083e-4
1932-11-01,1932-09-02,1.35626858047476e-6,2.98089154038894e-5,0.00334510866968712,0.00216951924333673,3,0.00821726920080901,0.00933230542403805,0.013738675881331916,2.280621430719373e-5,1.650040992843124e-4
1932-11-02,1932-09-03,1.35626858047476e-6,2.98089154038894e-5,0.00334510866968712,0.00216951924333673,3,0.00821726920080901,0.00933230542403805,0.013603163318445926,2.4724960706233705e-5,1.7373177705853866e-4
1932-11-03,1932-09-06,7.39604912229046e-7,1.53181187719623e-5,0.00328885679758619,0.00107232095966523,4,0.0106597909107892,0.0114820051101857,0.01332768047136123,2.6574346727875537e-5,1.887100457452693e-4
1932-11-04,1932-09-07,7.39604912229046e-7,1.53181187719623e-5,0.00328885679758619,0.00107232095966523,4,0.0106597909107892,0.0114820051101857,0.013052197624276533,2.8268853567807365e-5,2.0208734376701365e-4
