date,window_start,l1_norm,l2_norm,total_persistence,max_persistence,n_loops,mean_birth,mean_death
1928-03-15,1928-01-04,2.27991002004959e-6,3.56628087635911e-5,0.00635657858247866,0.0021569098151296,6,0.00486679223745615,0.00592622200120259
1928-03-16,1928-01-05,2.40086243832592e-6,3.60535348425553e-5,0.00705235763491619,0.0021569098151296,7,0.00490679287568041,0.0059142725378113
1928-03-19,1928-01-06,2.39612955335622e-6,3.60506522130609e-5,0.00691268952157186,0.0021569098151296,6,0.00456608939451109,0.00571820431477306
1928-03-20,1928-01-09,2.33725904917773e-6,3.58031409641733e-5,0.00671520631137847,0.0021569098151296,6,0.00459900326287665,0.00571820431477306
1928-03-21,1928-01-10,2.33725904917773e-6,3.58031409641733e-5,0.00671520631137847,0.0021569098151296,6,0.00459900326287665,0.00571820431477306
1928-03-22,1928-01-11,2.42530493623638e-6,3.85856989314752e-5,0.00622998884384818,0.0023424016592231,6,0.00456608779380391,0.00560441926777861
1928-03-23,1928-01-12,2.42530493623638e-6,3.85856989314752e-5,0.00622998884384818,0.0023424016592231,6,0.00456608779380391,0.00560441926777861
1928-03-26,1928-01-13,2.42671595476474e-6,3.85860214821391e-5,0.00630539045216803,0.0023424016592231,7,0.00445453925071156,0.005355309315307
1928-03-27,1928-01-16,2.36348301266335e-6,3.84474033556672e-5,0.00580308941126434,0.0023424016592231,6,0.00460481170657208,0.00557199327511614
1928-03-28,1928-01-17,2.44369698740763e-6,3.84670089192759e-5,0.00642529901051416,0.0023424016592231,6,0.00445949881565216,0.00553038198407118
1928-03-29,1928-01-18,2.03949554508549e-6,3.54181469717882e-5,0.00567073868953437,0.0023424016592231,6,0.00445949881565216,0.00540462193057455
1928-03-30,1928-01-19,1.87942783998399e-6,3.27490891770687e-5,0.00552963906874924,0.00220130203843798,6,0.00448301541911634,0.00540462193057455
1928-04-02,1928-01-20,2.15653768395203e-6,3.4907948824425e-5,0.00623184336027108,0.00220130203843798,7,0.0046507685448854,0.00554103188206699
1928-04-03,1928-01-23,2.38445954820175e-6,3.5875877710182e-5,0.00736326208313895,0.00220130203843798,9,0.00487061144861575,0.00568875168007563
1928-04-04,1928-01-24,1.32606488080441e-6,2.24406369582645e-5,0.00572517829306986,0.00156706013000918,10,0.00504444651180468,0.00561696434111166
1928-04-05,1928-01-25,1.3960975894169e-6,2.2602500837674e-5,0.00663268290686164,0.00156706013000918,13,0.00492599080898829,0.00543619718643919
1928-04-09,1928-01-26,1.47560828129184e-6,2.28859333676625e-5,0.00735618076959364,0.00156706013000918,15,0.00487685485266307,0.00536726690396931
1928-04-10,1928-01-27,3.10364449576473e-6,4.70205498600174e-5,0.0084603101532537,0.00276087431414581,13,0.00482443597757467,0.00547522906628649
1928-04-11,1928-01-30,2.80015154895426e-6,4.47302718973372e-5,0.00818643159959626,0.00276087431414581,14,0.00491167711254194,0.00549642222679882
1928-04-12,1928-01-31,2.80015154895426e-6,4.47302718973372e-5,0.00818643159959626,0.00276087431414581,14,0.00491167711254194,0.00549642222679882
1928-04-13,1928-02-01,2.85320968808305e-6,4.48158620871732e-5,0.00859955206091743,0.00276087431414581,14,0.00496551253546501,0.00557976625410197
1928-04-16,1928-02-02,2.85320968808305e-6,4.48158620871732e-5,0.00859955206091743,0.00276087431414581,14,0.00496551253546501,0.00557976625410197
1928-04-17,1928-02-03,2.99689924965022e-6,4.56457705898861e-5,0.00829015211970866,0.00276087431414581,11,0.0051728831891093,0.00592653338181008
1928-04-18,1928-02-06,3.03416718449188e-6,4.57644631189637e-5,0.00843711370400795,0.00276087431414581,12,0.00503046016140125,0.00573355297006858
1928-04-19,1928-02-07,1.2581455770349e-6,2.06280751888827e-5,0.0057116137812041,0.00132855596769369,10,0.00476353698003599,0.0053346983581564
1928-04-20,1928-02-08,1.25726907102819e-6,2.06276888687993e-5,0.00565090939043885,0.00132855596769369,9,0.00469227118381414,0.00532015000497401
1928-04-23,1928-02-09,1.27238320119923e-6,2.0696835099816e-5,0.00572871265667404,0.00132855596769369,9,0.00483383961037174,0.00547036323889107
1928-04-24,1928-02-10,1.0901543937981e-6,1.86070870420481e-5,0.00520352181047848,0.00125360620483785,9,0.00487708571597921,0.00545525480603237
1928-04-25,1928-02-14,1.33825078116744e-6,2.07672059770387e-5,0.00616147996290959,0.00125360620483785,9,0.00492501359060107,0.0056096224753688
1928-04-26,1928-02-15,1.54037802080014e-6,2.23853897933806e-5,0.00686427108279719,0.00125360620483785,9,0.00484692568839134,0.0056096224753688
1928-04-27,1928-02-16,1.33757371965575e-6,2.12739835783185e-5,0.00567198718485586,0.00125360620483785,7,0.0047076522115199,0.00551793609507074
1928-04-30,1928-02-17,1.16031204337764e-6,2.00710084868843e-5,0.00482993490165167,0.00125360620483785,6,0.00465101149922837,0.00545600064950365
1928-05-01,1928-02-20,1.41265708216731e-6,2.2898754747355e-5,0.00536819193262157,0.00125360620483785,6,0.00456130199406672,0.00545600064950365
1928-05-02,1928-02-21,1.04554190903312e-6,1.90464580068913e-5,0.0044365195042764,0.00120676483283722,6,0.00456130199406672,0.00530072191144612
1928-05-03,1928-02-23,1.09365627681807e-6,1.92616113804239e-5,0.00484165510145356,0.00120676483283722,7,0.00476938176596994,0.00546104678046331
1928-05-04,1928-02-24,9.90023254882463e-7,1.84446217493013e-5,0.00449997400112678,0.00120676483283722,8,0.00515834824940646,0.00572084499954731
1928-05-07,1928-02-27,1.53600653758212e-6,2.85470103471041e-5,0.00513942170884227,0.00200088707358722,8,0.0051173599092897,0.00575978762289498
1928-05-08,1928-02-28,1.53600653758212e-6,2.85470103471041e-5,0.00513942170884227,0.00200088707358722,8,0.0051173599092897,0.00575978762289498
1928-05-09,1928-02-29,1.53600653758212e-6,2.85470103471041e-5,0.00513942170884227,0.00200088707358722,8,0.0051173599092897,0.00575978762289498
1928-05-10,1928-03-01,1.05107727572645e-6,1.98597559841296e-5,0.00457534337945121,0.00143680874419617,8,0.00518786970046358,0.00575978762289498
1928-05-11,1928-03-02,8.90379539748411e-7,1.81264184250758e-5,0.00435976187530151,0.00143680874419617,9,0.00507970220383971,0.00556412018998432
1928-05-14,1928-03-05,8.63224714231791e-7,1.8055418408432e-5,0.00391234492705841,0.00143680874419617,7,0.00511855128842973,0.00567745770658094
1928-05-15,1928-03-06,8.63224714231791e-7,1.8055418408432e-5,0.00391234492705841,0.00143680874419617,7,0.00511855128842973,0.00567745770658094
1928-05-16,1928-03-07,1.57835986938084e-6,3.18658304486877e-5,0.00441078701825976,0.00224403147466745,6,0.00548474924739619,0.00621988041710615
1928-05-17,1928-03-08,1.57835986938084e-6,3.18658304486877e-5,0.00441078701825976,0.00224403147466745,6,0.00548474924739619,0.00621988041710615
1928-05-18,1928-03-09,7.66388257643524e-7,1.6518805584424e-5,0.00350380666043481,0.0013370511168425,6,0.00563591264036702,0.00621988041710615
1928-05-21,1928-03-12,1.40309946671942e-6,2.47634854428335e-5,0.00501595288396258,0.00159856926775295,6,0.00563591264036702,0.00647190478769411
1928-05-22,1928-03-13,1.21313358777207e-6,2.36258326977105e-5,0.00414422176542112,0.00159856926775295,5,0.00566469474963274,0.00649353910271696
1928-05-23,1928-03-14,1.28372406235114e-6,2.38301773802455e-5,0.00489314956310198,0.00159856926775295,7,0.00711412734411027,0.0078131487102677
1928-05-24,1928-03-15,1.13510212242263e-6,2.1355299904078e-5,0.00501955961124598,0.00159856926775295,8,0.00662957694818244,0.00725702189958819
1928-05-25,1928-03-16,1.62174101978094e-6,2.59615237802064e-5,0.00648737506414417,0.00159856926775295,9,0.00611324057920919,0.00683406003078077
1928-05-28,1928-03-19,1.1491109478485e-6,2.13827230957093e-5,0.00511392162252013,0.00159856926775295,8,0.00612516310193668,0.0067644033047517
1928-05-29,1928-03-20,1.15077395407901e-6,1.94712246041595e-5,0.00570940574621523,0.00137552381748469,9,0.00607284961944489,0.00670722803569103
1928-05-31,1928-03-21,1.05540896369013e-6,1.83826712109726e-5,0.00549147311566908,0.00137552381748469,10,0.00605403560809366,0.00660318291966057
1928-06-01,1928-03-22,1.13070622560456e-6,1.90502825634019e-5,0.00571985824409836,0.00137552381748469,10,0.00599743152677983,0.00656941735118966
1928-06-04,1928-03-23,1.14644760878241e-6,1.9094645056331e-5,0.00595548019718762,0.00137552381748469,11,0.00587849304349432,0.00641990033414775
1928-06-05,1928-03-26,1.40835538981932e-6,2.17917511913152e-5,0.00663224671975807,0.00137552381748469,12,0.00597244281967619,0.0065251300463227
1928-06-06,1928-03-27,1.24045109755491e-6,2.07132078890379e-5,0.00581371714579471,0.00137552381748469,11,0.00600136109787306,0.00652988083839986
1928-06-07,1928-03-28,1.20274832897153e-6,2.05953359566181e-5,0.00542524010608851,0.00137552381748469,10,0.00573699594659151,0.00627951995720036
1928-06-08,1928-03-29,2.51893931357993e-6,3.78314294308905e-5,0.00771927058325313,0.00229403047716462,11,0.00605968374121129,0.00676143561241612
1928-06-11,1928-03-30,2.67031528420228e-6,3.88288010378645e-5,0.00801266629726539,0.00229403047716462,11,0.00624181448539549,0.0069702386942378
1928-06-12,1928-04-02,2.19770833064108e-6,3.59328783571177e-5,0.0066371424797807,0.00229403047716462,10,0.0061569405587875,0.00682065480676557
1928-06-13,1928-04-03,2.19770833064108e-6,3.59328783571177e-5,0.0066371424797807,0.00229403047716462,10,0.0061569405587875,0.00682065480676557
1928-06-14,1928-04-04,2.19770833064108e-6,3.59328783571177e-5,0.0066371424797807,0.00229403047716462,10,0.0061569405587875,0.00682065480676557
1928-06-15,1928-04-05,2.18758233758843e-6,3.59231529662673e-5,0.00642608431107886,0.00229403047716462,9,0.00643503062050671,0.00714903998840436
1928-06-18,1928-04-09,2.19907805540377e-6,3.59343973798351e-5,0.00664105462655039,0.00229403047716462,9,0.00665527627567716,0.00739317123418276
1928-06-19,1928-04-10,1.52541690128903e-6,2.56955009363424e-5,0.00557001418251288,0.00166369442302262,8,0.00701280391883994,0.00770905569165405
1928-06-20,1928-04-11,1.52541690128903e-6,2.56955009363424e-5,0.00557001418251288,0.00166369442302262,8,0.00701280391883994,0.00770905569165405
1928-06-21,1928-04-12,1.47525141896864e-6,2.35486886966063e-5,0.00627672684174204,0.00146160412641896,10,0.0076410721266997,0.00826874481087391
1928-06-22,1928-04-13,1.44378525542963e-6,2.34682345636643e-5,0.00591512323896639,0.00146160412641896,9,0.00738820261393844,0.00804543852937915
1928-06-25,1928-04-16,1.36840347339808e-6,2.3169831910696e-5,0.00536792388590922,0.00146160412641896,8,0.00693401191207219,0.00760500239781084
1928-06-26,1928-04-17,1.36840347339808e-6,2.3169831910696e-5,0.00536792388590922,0.00146160412641896,8,0.00693401191207219,0.00760500239781084
1928-06-27,1928-04-18,1.36840347339808e-6,2.3169831910696e-5,0.00536792388590922,0.00146160412641896,8,0.00693401191207219,0.00760500239781084
1928-06-28,1928-04-19,1.63096180154694e-6,2.59685438682475e-5,0.00588049650396538,0.00146160412641896,8,0.007029593949351,0.00776465601234667
1928-06-29,1928-04-20,1.63834319034722e-6,2.59771214487415e-5,0.00604643025470826,0.00146160412641896,8,0.00700885223050814,0.00776465601234667
1928-07-02,1928-04-23,1.61235042683648e-6,2.59061090363211e-5,0.00585956906382265,0.00146160412641896,8,0.00703220987936884,0.00776465601234667
1928-07-03,1928-04-24,1.58103309322604e-6,2.58334662058631e-5,0.00549911830584799,0.00146160412641896,7,0.00620389628357588,0.00698948461298273
